Archivo,PID,Hora de inicio,Hora de finalización,Duración (s),Modo,Hora de inicio del programa,Hora de inicio de la carga del primer archivo,Hora de finalización de la carga del último archivo,Hora de finalización del programa,Tiempo total del proceso (s)
Accumulation-accounts-2008-2022-provisional.csv,22184,19:33:52.157374,19:33:52.304954,0.147580,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
Air_Quality.csv,27392,19:33:52.169058,19:33:52.295858,0.126800,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
annual-enterprise-survey-2023-financial-year-provisional.csv,8468,19:33:52.187653,19:33:52.529548,0.341895,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
bank.csv,12180,19:33:52.195788,19:33:52.223766,0.027978,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
consumers-price-index-june-2024-quarter-index-numbers.csv,2032,19:33:52.195788,19:33:52.327665,0.131877,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
consumers-price-index-june-2024-quarter-infoshare-data.csv,12180,19:33:52.227845,19:33:52.245663,0.017818,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
consumo_casa.csv,7960,19:33:52.236014,19:33:52.721393,0.485379,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
economic-survey-of-manufacturing-march-2024-csv.csv,12180,19:33:52.247404,19:33:52.484960,0.237556,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
electronic-card-transactions-june-2024-csv-tables.xlsx.csv,2564,19:33:52.257588,19:33:52.468918,0.211330,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
gamergate_tweets.csv,22840,19:33:52.307235,19:33:52.536912,0.229677,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
iou_zipcodes_2020.csv,13336,19:33:52.307235,19:33:52.565566,0.258331,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
machine-readable-business-employment-data-mar-2024-quarter.csv,27392,19:33:52.353914,19:33:52.516397,0.162483,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
research-and-development-survey-2023.csv,9256,19:33:52.370002,19:33:52.598141,0.228139,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
"SYB66_1_202310_Population, Surface Area and Density.csv",22184,19:33:52.371064,19:33:52.437647,0.066583,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
SYB66_223_202310_Net Disbursements from Official ODA from Donors.csv,5024,19:33:52.380796,19:33:52.417705,0.036909,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
SYB66_313_202310_Threatened Species.csv,2032,19:33:52.388197,19:33:52.429496,0.041299,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
SYB66_327_202310_International Migrants and Refugees.csv,5024,19:33:52.417705,19:33:52.480328,0.062623,multi_core,19:33:49.640660,19:33:52.157374,19:33:52.480328,19:33:52.930745,3.290085
